folder,session_index,n_files,n_readable,unique_creation_time,bug_pattern_holds,chapter_start_monotonic,duplicate_chapter_starts,n_irregular_gaps_over_90min,max_gap_min,session_start,session_end,anomaly
"Room 6 (10, 11, 12, 13 Aug)",1,90,90,1,True,True,False,0,50.18444556666667,2025-08-10 12:30:17.934267,2025-08-13 14:56:37.867533,False
"Room 6 (13, 14, 15 Aug)",1,40,40,1,True,True,False,0,50.18444556666667,2025-08-13 16:14:08.400400,2025-08-15 00:51:17.734067,False
"Room 6 (16, 17 Aug)",1,40,40,1,True,True,False,0,50.18444556666667,2025-08-16 06:00:04.000000,2025-08-17 14:37:13.400400,False
"Room 6 (17, 18, 19 Aug)",1,54,54,1,True,True,False,0,50.18444556666667,2025-08-17 15:27:12.000000,2025-08-19 11:46:55.467133,False
"Room 6 (19, 20, 21 Aug)",1,50,50,1,True,True,False,2,752.75332,2025-08-19 13:01:45.200200,2025-08-21 11:53:05.867533,True
"Room 6 (23, 24, 25 Aug)",1,69,69,1,True,True,False,0,50.18444556666667,2025-08-23 06:00:04.066733,2025-08-25 14:52:32.734067,False
"Room 6 (25, 26, 27 Aug)",1,56,56,1,True,True,False,0,50.18444556666667,2025-08-25 16:11:59.400400,2025-08-27 14:12:05.000000,False
Room 6 (27 - 31 July),1,115,115,1,True,True,False,32,842.0166666666667,2025-07-27 12:28:34.300300,2025-08-15 22:26:33.300300,True
"Room 6 (27, 28, 29 Aug)",1,55,55,1,True,True,False,0,50.18444556666667,2025-08-27 15:26:23.734067,2025-08-29 12:36:18.266933,False
"Room 6 (29, 30 Aug)",1,40,40,1,True,True,False,0,50.18444556666667,2025-08-29 13:50:50.233567,2025-08-30 22:27:59.633967,False
"Room 6 (3, 4, 5 Aug)",1,59,59,1,True,True,False,0,50.18444556666667,2025-08-03 12:17:31.266933,2025-08-05 12:48:09.867533,False
"Room 6 (31 Aug, 1 Sep)",1,46,46,1,True,True,False,0,50.18444556666667,2025-08-29 23:18:10.700700,2025-08-31 12:56:26.166833,False
Room 6 (31 July - 3 Aug),1,85,85,1,True,True,False,0,50.18444556666667,2025-07-31 13:21:42.266933,2025-08-03 11:37:07.200200,False
"Room 6 (5, 6, 7 July)",1,57,57,1,True,True,False,0,50.18444556666667,2025-08-05 13:28:58.967633,2025-08-07 12:19:15.567233,False
"Room 6 (7, 8, 9, 10 Aug)",1,84,84,1,True,True,False,0,50.18444556666667,2025-08-07 13:36:46.166833,2025-08-10 11:01:59.967633,False
"Room 6 - 10, 11, 12, 13 July",1,1,1,1,True,True,False,0,,2025-07-10 13:05:39.000000,2025-07-10 13:05:39.000000,False
"Room 6 - 10, 11, 12, 13 July",2,1,1,1,True,True,False,0,,2025-07-10 13:14:23.200200,2025-07-10 13:14:23.200200,False
"Room 6 - 10, 11, 12, 13 July",3,1,1,1,True,True,False,0,,2025-07-10 13:55:50.000000,2025-07-10 13:55:50.000000,False
"Room 6 - 10, 11, 12, 13 July",4,1,1,1,True,True,False,0,,2025-07-10 14:04:34.200200,2025-07-10 14:04:34.200200,False
"Room 6 - 10, 11, 12, 13 July",5,1,1,1,True,True,False,0,,2025-07-10 14:46:01.066733,2025-07-10 14:46:01.066733,False
"Room 6 - 10, 11, 12, 13 July",6,1,1,1,True,True,False,0,,2025-07-10 14:54:45.200200,2025-07-10 14:54:45.200200,False
"Room 6 - 10, 11, 12, 13 July",7,1,1,1,True,True,False,0,,2025-07-10 15:36:12.066733,2025-07-10 15:36:12.066733,False
"Room 6 - 10, 11, 12, 13 July",8,1,1,1,True,True,False,0,,2025-07-10 15:44:56.200200,2025-07-10 15:44:56.200200,False
"Room 6 - 10, 11, 12, 13 July",9,1,1,1,True,True,False,0,,2025-07-10 16:26:23.066733,2025-07-10 16:26:23.066733,False
"Room 6 - 10, 11, 12, 13 July",10,1,1,1,True,True,False,0,,2025-07-10 16:35:07.266933,2025-07-10 16:35:07.266933,False
"Room 6 - 10, 11, 12, 13 July",11,1,1,1,True,True,False,0,,2025-07-10 17:16:34.066733,2025-07-10 17:16:34.066733,False
"Room 6 - 10, 11, 12, 13 July",12,1,1,1,True,True,False,0,,2025-07-10 17:25:18.266933,2025-07-10 17:25:18.266933,False
"Room 6 - 10, 11, 12, 13 July",13,1,1,1,True,True,False,0,,2025-07-10 18:06:45.066733,2025-07-10 18:06:45.066733,False
"Room 6 - 10, 11, 12, 13 July",14,1,1,1,True,True,False,0,,2025-07-10 18:15:29.266933,2025-07-10 18:15:29.266933,False
"Room 6 - 10, 11, 12, 13 July",15,1,1,1,True,True,False,0,,2025-07-10 18:56:56.066733,2025-07-10 18:56:56.066733,False
"Room 6 - 10, 11, 12, 13 July",16,1,1,1,True,True,False,0,,2025-07-10 19:05:40.266933,2025-07-10 19:05:40.266933,False
"Room 6 - 10, 11, 12, 13 July",17,1,1,1,True,True,False,0,,2025-07-10 19:47:07.133467,2025-07-10 19:47:07.133467,False
"Room 6 - 10, 11, 12, 13 July",18,1,1,1,True,True,False,0,,2025-07-10 19:55:51.266933,2025-07-10 19:55:51.266933,False
"Room 6 - 10, 11, 12, 13 July",19,1,1,1,True,True,False,0,,2025-07-10 20:37:18.133467,2025-07-10 20:37:18.133467,False
"Room 6 - 10, 11, 12, 13 July",20,1,1,1,True,True,False,0,,2025-07-10 20:46:02.333667,2025-07-10 20:46:02.333667,False
"Room 6 - 10, 11, 12, 13 July",21,1,1,1,True,True,False,0,,2025-07-10 21:27:29.133467,2025-07-10 21:27:29.133467,False
"Room 6 - 10, 11, 12, 13 July",22,1,1,1,True,True,False,0,,2025-07-10 21:36:13.333667,2025-07-10 21:36:13.333667,False
"Room 6 - 10, 11, 12, 13 July",23,1,1,1,True,True,False,0,,2025-07-10 22:17:40.133467,2025-07-10 22:17:40.133467,False
"Room 6 - 10, 11, 12, 13 July",24,1,1,1,True,True,False,0,,2025-07-10 22:26:24.333667,2025-07-10 22:26:24.333667,False
"Room 6 - 10, 11, 12, 13 July",25,74,74,1,True,True,False,0,50.18444556666667,2025-07-10 23:07:51.133467,2025-07-13 12:11:14.867533,False
"Room 6 - 14, 15, 16 July",1,12,12,1,True,True,False,0,50.18444555,2025-07-15 15:48:22.000000,2025-07-16 01:00:23.000000,False
"Room 6 - 14, 15, 16 July",2,1,1,1,True,True,False,0,,2025-07-16 23:16:35.333667,2025-07-16 23:16:35.333667,False
"Room 6 - 14, 15, 16 July",3,1,1,1,True,True,False,0,,2025-07-17 01:50:34.000000,2025-07-17 01:50:34.000000,False
"Room 6 - 14, 15, 16 July",4,1,1,1,True,True,False,0,,2025-07-18 00:06:46.266933,2025-07-18 00:06:46.266933,False
"Room 6 - 14, 15, 16 July",5,1,1,1,True,True,False,0,,2025-07-18 02:40:45.000000,2025-07-18 02:40:45.000000,False
"Room 6 - 14, 15, 16 July",6,1,1,1,True,True,False,0,,2025-07-19 00:56:57.266933,2025-07-19 00:56:57.266933,False
"Room 6 - 14, 15, 16 July",7,1,1,1,True,True,False,0,,2025-07-19 03:30:56.000000,2025-07-19 03:30:56.000000,False
"Room 6 - 14, 15, 16 July",8,1,1,1,True,True,False,0,,2025-07-20 01:47:08.333667,2025-07-20 01:47:08.333667,False
"Room 6 - 14, 15, 16 July",9,1,1,1,True,True,False,0,,2025-07-20 04:21:07.066733,2025-07-20 04:21:07.066733,False
"Room 6 - 14, 15, 16 July",10,1,1,1,True,True,False,0,,2025-07-21 02:37:19.333667,2025-07-21 02:37:19.333667,False
"Room 6 - 14, 15, 16 July",11,1,1,1,True,True,False,0,,2025-07-21 05:11:18.066733,2025-07-21 05:11:18.066733,False
"Room 6 - 14, 15, 16 July",12,1,1,1,True,True,False,0,,2025-07-22 03:27:30.333667,2025-07-22 03:27:30.333667,False
"Room 6 - 14, 15, 16 July",13,1,1,1,True,True,False,0,,2025-07-22 06:01:29.066733,2025-07-22 06:01:29.066733,False
"Room 6 - 14, 15, 16 July",14,1,1,1,True,True,False,0,,2025-07-23 04:17:41.333667,2025-07-23 04:17:41.333667,False
"Room 6 - 14, 15, 16 July",15,1,1,1,True,True,False,0,,2025-07-23 06:51:40.066733,2025-07-23 06:51:40.066733,False
"Room 6 - 14, 15, 16 July",16,1,1,1,True,True,False,0,,2025-07-24 05:07:52.333667,2025-07-24 05:07:52.333667,False
"Room 6 - 14, 15, 16 July",17,1,1,1,True,True,False,0,,2025-07-24 07:41:51.066733,2025-07-24 07:41:51.066733,False
"Room 6 - 14, 15, 16 July",18,1,1,1,True,True,False,0,,2025-07-25 05:58:03.400400,2025-07-25 05:58:03.400400,False
"Room 6 - 14, 15, 16 July",19,1,1,1,True,True,False,0,,2025-07-25 08:32:02.133467,2025-07-25 08:32:02.133467,False
"Room 6 - 14, 15, 16 July",20,1,1,1,True,True,False,0,,2025-07-26 06:48:14.400400,2025-07-26 06:48:14.400400,False
"Room 6 - 14, 15, 16 July",21,1,1,1,True,True,False,0,,2025-07-26 09:22:13.133467,2025-07-26 09:22:13.133467,False
"Room 6 - 14, 15, 16 July",22,1,1,1,True,True,False,0,,2025-07-27 07:38:25.400400,2025-07-27 07:38:25.400400,False
"Room 6 - 14, 15, 16 July",23,16,16,1,True,True,False,0,50.18444556666667,2025-07-27 10:12:24.133467,2025-07-27 22:45:09.333667,False
"Room 6 - 17, 18, 19 July",1,1,1,1,True,True,False,0,,2025-07-15 02:36:32.000000,2025-07-15 02:36:32.000000,False
"Room 6 - 17, 18, 19 July",2,1,1,1,True,True,False,0,,2025-07-15 09:39:47.567233,2025-07-15 09:39:47.567233,False
"Room 6 - 17, 18, 19 July",3,1,1,1,True,True,False,0,,2025-07-16 03:26:43.000000,2025-07-16 03:26:43.000000,False
"Room 6 - 17, 18, 19 July",4,1,1,1,True,True,False,0,,2025-07-16 10:29:58.567233,2025-07-16 10:29:58.567233,False
"Room 6 - 17, 18, 19 July",5,1,1,1,True,True,False,0,,2025-07-17 04:16:54.000000,2025-07-17 04:16:54.000000,False
"Room 6 - 17, 18, 19 July",6,1,1,1,True,True,False,0,,2025-07-17 11:20:09.567233,2025-07-17 11:20:09.567233,False
"Room 6 - 17, 18, 19 July",7,1,1,1,True,True,False,0,,2025-07-18 05:07:05.066733,2025-07-18 05:07:05.066733,False
"Room 6 - 17, 18, 19 July",8,1,1,1,True,True,False,0,,2025-07-18 12:10:20.567233,2025-07-18 12:10:20.567233,False
"Room 6 - 17, 18, 19 July",9,1,1,1,True,True,False,0,,2025-07-19 05:57:16.066733,2025-07-19 05:57:16.066733,False
"Room 6 - 17, 18, 19 July",10,1,1,1,True,True,False,0,,2025-07-19 13:00:31.567233,2025-07-19 13:00:31.567233,False
"Room 6 - 17, 18, 19 July",11,1,1,1,True,True,False,0,,2025-07-20 06:47:27.066733,2025-07-20 06:47:27.066733,False
"Room 6 - 17, 18, 19 July",12,1,1,1,True,True,False,0,,2025-07-20 13:50:42.567233,2025-07-20 13:50:42.567233,False
"Room 6 - 17, 18, 19 July",13,1,1,1,True,True,False,0,,2025-07-21 07:37:38.066733,2025-07-21 07:37:38.066733,False
"Room 6 - 17, 18, 19 July",14,1,1,1,True,True,False,0,,2025-07-21 14:40:53.567233,2025-07-21 14:40:53.567233,False
"Room 6 - 17, 18, 19 July",15,1,1,1,True,True,False,0,,2025-07-22 08:27:49.066733,2025-07-22 08:27:49.066733,False
"Room 6 - 17, 18, 19 July",16,10,10,1,True,True,False,0,50.18444555,2025-07-22 15:31:04.633967,2025-07-22 23:02:43.700700,False
"Room 6 - 17, 18, 19 July",17,61,61,1,True,True,False,1,100.36666666666666,2025-07-22 23:35:20.333667,2025-07-25 01:46:21.000000,True
"Room 6 - 20, 21, 22 July",1,82,82,1,True,True,False,4,100.36777888333333,2025-07-19 20:27:57.567233,2025-07-22 19:37:46.567233,True
"Room 6 - 23, 24, 25 July",1,1,1,1,True,True,False,0,,2025-07-24 17:44:02.567233,2025-07-24 17:44:02.567233,False
"Room 6 - 23, 24, 25 July",2,4,4,1,True,True,False,0,50.18333333333333,2025-07-25 08:00:03.734067,2025-07-25 10:30:36.734067,False
"Room 6 - 23, 24, 25 July",3,1,1,1,True,True,False,0,,2025-07-25 23:48:41.633967,2025-07-25 23:48:41.633967,False
"Room 6 - 23, 24, 25 July",4,1,1,1,True,True,False,0,,2025-07-26 11:20:47.734067,2025-07-26 11:20:47.734067,False
"Room 6 - 23, 24, 25 July",5,1,1,1,True,True,False,0,,2025-07-27 00:38:52.633967,2025-07-27 00:38:52.633967,False
"Room 6 - 23, 24, 25 July",6,1,1,1,True,True,False,0,,2025-07-27 12:10:58.734067,2025-07-27 12:10:58.734067,False
"Room 6 - 23, 24, 25 July",7,1,1,1,True,True,False,0,,2025-07-28 01:29:03.700700,2025-07-28 01:29:03.700700,False
"Room 6 - 23, 24, 25 July",8,1,1,1,True,True,False,0,,2025-07-28 13:01:09.800800,2025-07-28 13:01:09.800800,False
"Room 6 - 23, 24, 25 July",9,1,1,1,True,True,False,0,,2025-07-29 02:19:14.700700,2025-07-29 02:19:14.700700,False
"Room 6 - 23, 24, 25 July",10,1,1,1,True,True,False,0,,2025-07-29 13:51:20.800800,2025-07-29 13:51:20.800800,False
"Room 6 - 23, 24, 25 July",11,1,1,1,True,True,False,0,,2025-07-30 03:09:25.700700,2025-07-30 03:09:25.700700,False
"Room 6 - 23, 24, 25 July",12,1,1,1,True,True,False,0,,2025-07-30 14:41:31.800800,2025-07-30 14:41:31.800800,False
"Room 6 - 23, 24, 25 July",13,1,1,1,True,True,False,0,,2025-07-31 03:59:36.700700,2025-07-31 03:59:36.700700,False
"Room 6 - 23, 24, 25 July",14,1,1,1,True,True,False,0,,2025-07-31 15:31:42.800800,2025-07-31 15:31:42.800800,False
"Room 6 - 23, 24, 25 July",15,1,1,1,True,True,False,0,,2025-08-01 04:49:47.700700,2025-08-01 04:49:47.700700,False
"Room 6 - 23, 24, 25 July",16,1,1,1,True,True,False,0,,2025-08-01 16:21:53.800800,2025-08-01 16:21:53.800800,False
"Room 6 - 23, 24, 25 July",17,1,1,1,True,True,False,0,,2025-08-02 05:39:58.700700,2025-08-02 05:39:58.700700,False
"Room 6 - 23, 24, 25 July",18,1,1,1,True,True,False,0,,2025-08-02 17:12:04.867533,2025-08-02 17:12:04.867533,False
"Room 6 - 23, 24, 25 July",19,1,1,1,True,True,False,0,,2025-08-03 06:30:09.700700,2025-08-03 06:30:09.700700,False
"Room 6 - 23, 24, 25 July",20,1,1,1,True,True,False,0,,2025-08-03 18:02:15.867533,2025-08-03 18:02:15.867533,False
"Room 6 - 23, 24, 25 July",21,1,1,1,True,True,False,0,,2025-08-04 07:20:20.700700,2025-08-04 07:20:20.700700,False
"Room 6 - 23, 24, 25 July",22,1,1,1,True,True,False,0,,2025-08-04 18:52:26.867533,2025-08-04 18:52:26.867533,False
"Room 6 - 23, 24, 25 July",23,1,1,1,True,True,False,0,,2025-08-05 08:10:31.700700,2025-08-05 08:10:31.700700,False
"Room 6 - 23, 24, 25 July",24,1,1,1,True,True,False,0,,2025-08-05 19:42:37.867533,2025-08-05 19:42:37.867533,False
"Room 6 - 23, 24, 25 July",25,1,1,1,True,True,False,0,,2025-08-06 09:00:42.700700,2025-08-06 09:00:42.700700,False
"Room 6 - 23, 24, 25 July",26,1,1,1,True,True,False,0,,2025-08-06 20:32:48.867533,2025-08-06 20:32:48.867533,False
"Room 6 - 23, 24, 25 July",27,1,1,1,True,True,False,0,,2025-08-07 09:50:53.700700,2025-08-07 09:50:53.700700,False
"Room 6 - 23, 24, 25 July",28,1,1,1,True,True,False,0,,2025-08-07 21:22:59.867533,2025-08-07 21:22:59.867533,False
"Room 6 - 23, 24, 25 July",29,1,1,1,True,True,False,0,,2025-08-08 10:41:04.767433,2025-08-08 10:41:04.767433,False
"Room 6 - 23, 24, 25 July",30,1,1,1,True,True,False,0,,2025-08-08 22:13:10.934267,2025-08-08 22:13:10.934267,False
"Room 6 - 23, 24, 25 July",31,1,1,1,True,True,False,0,,2025-08-09 11:31:15.767433,2025-08-09 11:31:15.767433,False
"Room 6 - 23, 24, 25 July",32,1,1,1,True,True,False,0,,2025-08-09 23:03:21.934267,2025-08-09 23:03:21.934267,False
"Room 6 - 23, 24, 25 July",33,25,25,1,True,True,False,0,50.18444556666667,2025-08-10 12:21:26.767433,2025-08-11 08:25:51.033367,False
"Room 6 - 23, 24, 25 July",34,1,0,0,True,True,False,0,,,,False
"Room 6 - 23, 24, 25 July",35,10,10,1,True,True,False,0,50.18444555,2025-08-11 10:06:13.100100,2025-08-11 17:37:52.166833,False
"Room 6 - 26, 27 July",1,42,42,1,True,True,False,0,50.18444556666667,2025-07-25 23:53:32.934267,2025-07-27 10:11:04.333667,False
"Room 6 - 3, 4, 5, 6 July",1,1,1,1,True,True,False,0,,2025-07-03 14:11:21.900900,2025-07-03 14:11:21.900900,False
"Room 6 - 3, 4, 5, 6 July",2,1,1,1,True,True,False,0,,2025-07-03 15:23:15.233567,2025-07-03 15:23:15.233567,False
"Room 6 - 3, 4, 5, 6 July",3,1,1,1,True,True,False,0,,2025-07-03 15:30:30.500500,2025-07-03 15:30:30.500500,False
"Room 6 - 3, 4, 5, 6 July",4,1,1,1,True,True,False,0,,2025-07-04 15:01:32.900900,2025-07-04 15:01:32.900900,False
"Room 6 - 3, 4, 5, 6 July",5,81,81,1,True,True,False,0,50.18444556666667,2025-07-04 16:20:41.500500,2025-07-07 11:15:22.367033,False
